user_story, estimated_story_points
"As a Staff member, I want to Prepare for and Support Hearing Execution, so that I can ensure all pre-hearing requirements are satisfied and staff and Applicant are ready for the hearing.",3
"As a Staff member, I want to Capture a Hearing Decision, so that I can enforce the system.",2
"As a Staff member, I want to Process the Appeals, so that I can track the outcome and record the impact on the relevant records.",8
"As a Plan Review Staff member, I want to Assign Plans for Review, so that I can ensure plans have been assigned to the appropriate Plan Reviewer.",3
"As a Plan Review Staff Supervisor, I want to Manage Plan Reviewer Workload, so that I can monitor and effectively adjust workload as necessary and ensure service levels are met",5
"As an Applicant, I want to Request a Plan Review Meeting, so that I can meet with the Plan Review Staff regarding the plan review.",3
"As a Plan Review Staff member, I want to successfully Conduct a Plan Review Meeting with the Applicant and record the outcome, so that I can listen to it again.",5
"As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.",8
"As an Applicant, I want to Resubmit Plans, so that I can review revised plans.",3
"As a Plan Review Staff Member, I want to Review the Code Modifications submitted by the Applicant, so that I can review the request and if approved, associate it with the appropriate project.",5
"As a Plan Review Staff member, I want to Track the Completion of Required Plan Reviews, so that I can ensure all plan review tasks are completed, results have been sent to the Applicant and any downstream steps are initiated such has a final review or payment for permit issuance.",5
"As a Development Staff member, I want to Issue a Development-related Permit, so that I can grant the request to the Applicant to begin work",8
"As a Staff member, I want to Manage Bonds, so that I can track and manage bonds throughout the lifecycle of the project until release.",8
"As an Applicant, I want to Complete Building Development Project, so that I can receive any posted bond and/or obtain occupancy.",3
"As an Applicant, I want to Complete Building Development Project, so that I can receive any posted bond and/or obtain occupancy.",3
"As a Customer, I want to Request Inspection, so that a County inspector is assigned to perform an inspection of my project.",5
"As an Inspection Staff member, I want to Create an Inspection, so that I can schedule and assign the inspection.",3
"As an Inspection Staff Supervisor, I want to Assign Inspections, so that I can make sure the appropriate Inspector receives the work.",3
"As an Inspection Supervisor, I want to Manage Inspector Workload, so that I can meet service level and quality requirements.",5
"As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer.",8
"As an Enforcement Staff member, I want to Issue a Notice of Violation, so that I can provide formal communication to the responsible party.",5
"As a l Staff member, I want to search for Property information, so that I can obtain all associated current and historic owners, permits, and applications.",8
"As a Staff member, I need to be notified when Geospatial attributes change, so that I can ensure that I am reviewing the permit/application to the most current data and appropriate standards.",8
"As a County Staff Member, I want to create a custom query/report outside of the common querying/reporting functionality, so that I can fulfill a request.",13
"As a Staff member, I want to create each condo unit, so that I can associate it to the child parcel and address after the condominiums are recorded in the system.",5
"As a Technical Staff member, I want to update the GIS Property Management, so that I can successfully update the transactional Parcel Pin to reference the GIS layer where the Split or Merged Parcel Pin exists.",13
"As a Staff member, I want to Send or Post Citations and Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.",5
"As a site member, I want to describe myself on my own page in a semi-structured way, so that others can learn about me.",5
"As a site member, I want to fill out an application to become a Certified Scrum Practitioner, so that I can earn that designation.",8
"As a Practitioner, I want to include additional details about me in my profile page, so that I can showcase my experience.",3
"As a site member, I want to fill out an application to become a Certified Scrum Trainer, so that I can teach CSM and CSPO courses and certify others.",8
"As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them.",3
"As a Practitioner, I want to write an article for the site with a small graphic shown with the article showing my CSP or CST status, so that others know my certifications when reading.",3
"As a trainer, I want to list my upcoming classes in my profile and include a link to a detailed page about each, so that prospective attendees can find my courses.",5
"As a site member, I want to view the profiles of other members, so that I can find others I might want to connect with.",3
"As a site member, I want to search for profiles based on a few fields, so that I can find others I might want to connect with.",5
"As a site member, I want to mark my profile as private in which case only my name will appear, so that no one can learn things about me I don't want shared.",3
"As a site member, I want to mark my email address as private even if the rest of my profile is not, so that no one can contact me.",2
"As a site member, I want to send an email to any member via a form, so that we can connect.",5
"As a site administrator, I want to read practicing and training applications and approve or reject them, so that only applicants who qualify can become CSPs or CSTs.",8
"As a site administrator, I want to edit any site member profile, so that I can correct problems for members.",2
"As a site visitor, I want to read current news on the home page, so that I stay current on agile news.",2
"As a site visitor, I want to access old news that is no longer on the home page, so that I can access things I remember from the past or that others mention to me.",3
"As a site visitor, I want to email news items to the editor, so that they can be considered for publication.",2
"As a site editor, I want to set the following dates on a news item: Start Publishing Date, Old News Date, Stop Publishing Date, so that articles are published on and through appropriate dates.",3
"As a site member, I want to subscribe to an RSS feed of news, so that I remain sufficiently and easily informed.",5
"As a site editor, I want to assign priority numbers to news items, so that I can indicate which articles I want featured most prominently on the site.",2
"As a site visitor, I want to see a list of all upcoming Certification Courses and can page through them if there are a lot, so that I can choose the best course for me.",5
"As a site visitor, I want to see a list of all upcoming Other Courses and can page through them if necessary, so that I can choose the best course for me.",5
"As a site visitor, I want to see a list of all upcoming Events, so that I can decide if I want to attend any.",3
"As a trainer, I want to create a new course or event, so that site visitors can see it.",5
"As a trainer, I want to create an Other Course or Event I am charged a listing fee for that activity, so that I don't list events I don't really intend to hold.",8
"As a site administrator, I want to create an Other Course or Event that is not charged a listing fee, so that the Scrum Alliance doesn't charge itself for Scrum Gatherings that it puts on.",3
"As a site administrator, I want to set the listing fee per Other Course or Event, so that we have flexibility on what to charge in the future.",3
"As a trainer, I want to update one of my existing courses or events, so that it reflects accurate information.",2
"As a trainer, I want to delete one of my courses or events, so that it's no longer listed if I cancel for some reason.",2
"As a trainer, I want to copy one of my courses or events, so that I can create a new one.",3
"As a site admin, I want to delete any course or event, so that I can remove things that will no longer occur.",2
"As a site editor, I want to update any course or event, so that I can fix things the original author hasn't.",2
"As a trainer, I want to turn a course into an event or an event into a course, so that I can correctly classify anything that was entered incorrectly.",3
"As a site visitor, I want to have an advanced search option that lets me fill in a form of search criteria, so that I can quickly find what I am looking for.",8
"As a site visitor, I want to view a course I can click on the trainer's name and be taken to the trainer's profile, so that I can read more about a trainer before registering for a course.",1
"As a site visitor, I want to subscribe to an RSS feed of upcoming courses and events, so that I am up to day without having to visit the site.",5
"As a site visitor, I want to read FAQs, so that I can get quick answers.",1
"As a site editor, I want to maintain a FAQ section, so that support gets fewer easily answered questions.",3
"As a site visitor, I want to do a full-text search of the FAQs, so that I can find an answer quickly.",5
"As a site member, I want to download the latest training material and methodology PDFs, so that I have them.",2
"As a visitor, I want to download presentations, PDFs, etc. on Scrum, so that I can learn from them or use them.",2
"As a site member, I want to scroll through a listing of jobs, so that I can see if there any I am interested in.",3
"As a recruiter, I want to post a help wanted ad, so that I can attract candidates.",5
"As a site admin, I want to approve each help wanted ad before it gets to the site, so that we're sure of the quality of jobs being listed.",3
"As a site admin, I want to be emailed whenever a job is submitted, so that I am aware of it and can decide if I want to post it.",2
"As a site member, I want to subscribe to an RSS feed of jobs available, so that I can read them without visiting the site.",5
"As a site admin, I want to edit and delete help wanted ads, so that I can correct small problems or make sure each ad complies with site guidelines.",2
"As a site admin, I want to stop publishing jobs on the site 30 days after being posted, so that jobs that may have been filled aren't still listed when the hiring party forgets to come back and delete the ad.",5
"As a recruiter, I want to be able to extend an ad for another 30 days by visiting the site and updating the posting, so that my ad remains active.",3
"As an advertiser, I want to be emailed a reminder seven day before an ad is about to expire, so that I can go extend the ad.",3
"As a site visitor, I want to read a new article on the front page about once a week, so that I am up on all the latest happenings.",1
"As the site editor, I want to include a teaser with each article, so that site visitors can decide if they want to read the rest.",2
"As a site member who has read a teaser on the front page, I want to read the entire article so that I can finish articles that appeal to me.",1
"As the site editor, I want to add an article to the site, so that the site has plenty of content.",2
"As a site editor, I want to set start publishing dates, old article date, and stop publishing dates for articles, so that articles appear only during appropriate periods.",3
"As a site editor, I want to be able to designate whether or not an ever makes the home page, so that the best content is featured most prominently.",2
"As the site editor, I want to have pretty good control over how the article, so that articles are visually appealing.",3
"As a site visitor, I want to click the link from the article teaser to take me directly to the body of the article. not to another teaser setup, so that I can easily finish the article.",1
"As a site editor, I want to be able to indicate whether an article is publicly available or for members only, so that visitors are incentivized to become members.",3
"As a site visitor, I want to be able to read some of your articles, so that I can learn without first joining the site.",1
"As a site member, I want to have full access to all articles, so that there is a benefit to being a member.",1
"As a site visitor, I want to do a full-text search of article body, title, and author name, so that I can find what I want.",5
"As a site visitor, I want to subscribe to an RSS feed of articles, so that I can read them without visiting the site.",5
"As a site visitor, I want to post comments about articles, so that others can read them.",8
"As a site editor, I want to have a prominent area on the home page where I can put special announcements not necessarily news or articles, so that I can give them additional exposure.",2
"As a site editor, I want to have some flexibility as to where things appear, so that I can accommodate different types of content.",3
"As a trainer, I want to see the upcoming courses are what I want visitors to notice, so that they register and there's a benefit to my membership.",1
"As a site visitor, I want to see new content when I come to the site, so that I come back more often.",1
"As a site visitor, I want to have articles that interest me and are easy to get to, so that I come to the site for my agile news and learning.",1
"As a site visitor, I want to know as soon as I visit what on earth Scrum is and why it needs an alliance, so that I don't bounce immediately oﬀ the page.",1
"As a site visitor, I want to know as I glance around the home page what on earth a CSM is and why I'd want to be one, so that I read more.",1
"As a site visitor, I want to be able to get back to the home page quickly and easily, so that I don't get lost navigating.",1
"As a site visitor, I want to see a list of the most popular items on the site, so that I am most likely to read the most important or best content.",5
"As a trainer, I want to be assured that no one can submit the same answers multiple time and skew my results, so that my ratings are accurate.",5
"As a trainer, I want to be notified about the results of surveys about my classes, so that I can read them.",3
"As a site admin, I want to see the results for each trainer and averages for the class, so that I can identify any outliers or possible problems.",5
"As a site visitor, I want to see a trainer's rating, so that I choose a course from an appropriate trainer.",3
"As a trainer, I want to show my rating up on my profile page, so that site visitors can choose wisely.",2
"As a site visitor, I want to view a section of the website that teaches me the basics of what Scrum is, so that I can learn that quickly.",2
"As a site editor, I want to create the content of the What Is Scrum section, so that it's there for visitors.",2
"As a site visitor, I want to view lists on the site of all Certified Scrum Masters, Practitioners, Trainers, and Certified Scrum Product Owners.",5
"As a CSM, I want to have my name listed in the registry without becoming a member of the site, so that employers or others can verify my certification.",3
"As a trainer, I want to load an Excel file into the site, so that the course participants are added to the Scrum Alliance records.",8
"As a site admin, I want to view all classes in a pending state, so that I can approve any that need to be approved.",2
"As a site admin, I want to move people in a trainer's class from a pending state to the registry once I have received proof of payment from the trainer.",3
"As a CSM, I want to be sent an email welcoming me to the Scrum Alliance and with instructions to register or activate my membership once my name has been loaded to the registry.",3
"As a site editor, I want to edit the content of the email automatically sent to new Certified Scrum Masters and Product Owners, so that I don't need to involve a programmer on simple email edits.",2
"As a company, I want to join the Scrum Alliance by paying a corporate membership fee, so that I can show the company's support of Scrum.",5
"As a corporatesponsor, I want to display my logo on a corporate sponsors page, so that others see the company's support of Scrum.",2
"As a corporatesponsor, I want to make my logo randomly appear on the home page, so that others see the company's support of Scrum.",3
"As a CSM, I want to be charged a fee once I am approved for Practitioner status, so that my certification status can be activated.",5
"As a CST, I want to pay an annual fee, so that my CST status is active.",3
"As a site administrator, I want to set the annual fees for members, Practitioners and Trainers, so that fees can be set without involving a programmer.",3
"As a member, I want to receive a reminder and a link, so that I can renew my membership.",3
"As a member, I want to have the system email me a new password or a password reminder since i have short-term memory problems.",3
"As a trainer, I want to read information of relevance only to trainers, so that the Scrum Alliance can share information with me easily.",2
"As a site editor, I want to post information in a trainers-only section, so that only trainers see it.",2
"As a team member, I want to see the first iteration of beta up on cloud.gov.",5
"As a developer, I want to have the subdomain beta.nsf.gov be set up, so that I can deploy a beta site to it.",3
"As a stakeholder, I want to have a decision on whether or not the blog aggregator may work for beta, and if not what will.",3
"As an NSF employee, I want to understand the process of switching the cloud.gov hosting plan over from prototype to FISMA low.",8
"As a stakeholder, I want to see the results of user research, so that I can determine if the CMS is right for me.",1
"As a designer, I want to have a new social media wireframe, so that I can begin implementing design.",3
"As a team member, I want to have a prioritized list of features and elements of a future social element page, so that I can work with the engineers to determine feasibility.",2
"As a team member, I want to determine a design direction for the beta social page, so that we can implement a beta site quickly without established brand guidelines.",2
"As a user researcher, I want to test the user research plan, so that I make sure the in-person interviews are effective and capturing the right information.",3
"As a user researcher, I want to have the finalized OLPA task script, so that I can begin testing with internal users.",1
"As a content editor, I want to be able to easily find content, so that I can edit it.",2
"As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.",1
"As a user researcher, I want to have the WIG prototype, so that I can finalize the second task script.",2
"As a user, I want to add a video to my article.",5
"As a team member, I want to meet with DIS / cloud.gov, so that I can determine the requirements for the beta.nsf.gov ATO.",3
"As a user researcher, I want to have a list of priority workflow candidates that we might test, so that I can make sure we're capturing the priority areas.",2
"As a team member, I want to understand what the MVP should look like, so that I can begin understanding workflow needs as they pertain to any CMS decision.",5
"As an NSF administrator, I want to shadow the CMS implementation, so that I can learn as the prototype is developed further.",1
"As a team member, I want to have an updated acquisitions roadmap, so that I can plan accordingly.",1
"As an NSF employee, I want to have an updated roadmap document, so that I can see prioritized areas to focus on for the next few months and beyond.",1
"As a team member, I want to understand how time off overlaps with plans around the user research.",1
"As a researcher, I want to develop the user research protocol for internal workflows, so that we can begin testing against a CMS prototype.",3
"As a CMS administrator, I want to have roles, so that I can assign them to my users.",3
"As an NSF employee, I want to narrow down the universe of CMS options and identify/prioritize key considerations for getting to the next step.",5
"As an NSF employee, I want to have a final workshop to identify key lessons and features for the content management system decision.",2
"As a CMS SME, I want to see the webmaster workflow report, so that I can understand how this might impact current direction.",2
"As an NSF employee, I want to understand work performed, so that I can understand when and what I can use later.",1
"As a researcher, I want to recruit for the last round of user research, so that we can summarize our findings and synthesize results.",3
"As a user researcher, I want to continue scheduling interviews for hypothesis #1, so that I can be prepared to test our first prototype.",2
"As an NSF employee, I want to have high-level strategy recommendations to implement in conjunction with the new CMS.",2
"As an NSF employee, I want to have editorial-planning recommendations, so that I can understand how they might impact an eventual CMS / future web presence.",2
"As an NSF employee, I want to know how brand guidelines are developed and maintained, so that I can incorporate them throughout the project.",2
"As a web recruiter manager, I want to confirm the recruiter is set up and working properly on Science360.gov.",3
"As an NSF employee, I want to know how visual design directions were developed, so that I can make better design decisions in the future.",1
"As a team member, I want to know what the first hypothesis is, so that I can start developing a prototype to test.",2
"As a content designer, I want to develop a better understanding of NSF's content types and editorial plan, so that I can make more informed recommendations going forward.",3
"As a team member, I want to have a prototype strategy, so that I understand how we will gain understandings from tests that will drive recommendations.",2
"As a content designer, I want to demonstrate the value of user-centered content design to ensure it's an integral part of our recommendations.",2
"As a user researcher, I want to know when outreach to lists is successful, so that I can plan on a new release to the next listserv on the priority list.",2
"As an NSF employee, I want to schedule regular in-person check-ins, so that we can continue to communicate the goals of the project with our stakeholders.",1
"As a developer, I want to know what the three initial hypotheses are, so that I can plan work around development of prototypes.",2
"As a workshop attendee, I want to have a summary of what we learned, so that I can understand our next steps and how they apply to me.",1
"As a designer, I want to know what early indications of hypotheses might be, so that I can start planning for the first prototype.",2
"As a team member, I want to have a schedule of more coworking slots, so that I can work in tandem with the rest of the team on a more regular basis.",1
"As an NSF person interested in attending user interviews, I want to know when they are scheduled and the type of user that will be interviewed.",1
"As an NSF member of the team, I want to have a place where I can access all the related reports and documentation, so that I can refer to it easily now and in the future.",2
"As a team member, I want to know when the mid-point checkin is and what will be covered, so that I can plan accordingly.",1
"As an NSF employee, I want to join Github, so that I can participate in the issues as assigned.",1
"As an NSF employee, I want to learn about how Github is used, so that I can participate in the issues as assigned.",1
"As a user researcher, I want to begin identifying interview participants, so that I can understand what educators and science influencers need from a future nsf.gov website.",5
"As a VisualDesigner, I want to concept different styles for the nsf.gov website, so that we can discuss different design concepts with stakeholders.",5
"As a user researcher, I want to set up a website recruitment test, so that I can see if we can recruit users in real time from the website.",5
"As a web recruiter manager, I want to confirm the recruiter is set up and working properly, so that I can deploy it on more pages.",3
"As a VisualDesigner, I want to create a moodboard to aid with visual design concepts for the nsf.gov website, so that we can discuss different design concepts with stakeholders.",3
"As a workshop attendee, I want to see a summary on major findings from the event.",1
"As a user researcher, I want to make sure the correct NSF people are invited to user interviews, so that they can observe the interviews and make recommendations accordingly.",1
"As a user researcher, I want to begin drafting a research plan, so that I can begin recruiting participants.",2
"As a content editor, I want to be able to add videos from Brightcove.",5
"As an author, I want to be able to indent / outdent content.",1
"As a VisualDesigner, I want to demonstrate the value of visual design to the NSF project team, so that visual design is an integral part of a redesign.",2
"As a team member, I want to know what visual design related tasks we might need to plan for this sprint, so that I can assign tasks as necessary.",1
"As a team member, I want to have recruiting-email templates ready to go, so that I can start recruiting interviewees ASAP!.",1
"As an NSF employee, I want to see how the user recruitment form looks and behaves on a sample page, so that I can understand the impact the recruitment will have on the NSF page.",2
"As a potential research participant, I want to learn about the research and leave my contact information.",1
"As a team member, I want to have a high-level sense of the project timeline, so that I can plan my work.",1
"As a site administrator, I want to understand how other similar organizations are handling visual design, so that I can make informed decisions about what appears to work well and what doesn't.",3
"As a team member, I want to have a platform that allows me to rapidly prototype HTML ideas.",3
"As a site administrator, I want to understand how other similar organizations are handling content, so that I can make informed decisions about what appears to work well and what doesn't.",3
"As a user researcher, I want to conduct a user definition workshop with NSF, so that I can better prepare them and the team for future research work.",3
"As an NSF employee, I want to know where the initial in-person meeting will be, so that I can plan on attending.",1
"As a designer, I want to have a style guide / design guide / content guide, so that we have a uniform way of delivering product.",5
"As a team member, I want to know when meetings are, so that I can plan accordingly.",1
"As a team member, I want to understand how work moves between UX/content > visual design > front end dev for a sprint cycle.",2
"As a camp administrator, I want to be able to add campers, so that I can keep track of each individual camper.",3
"As a camp administrator, I want to be able to remove campers if they don't attend the camp anymore, so that I can keep the records organized.",2
"As a camp administrator, I want to be able to keep camper records from previous years, so that the amount of work I need to do is lowered.",3
"As a camp administrator, I want to be able to upload consent forms, so that campers or their parents can easily access the forms.",5
"As a camp administrator, I want to be able to keep track of which camper submitted which forms, so that legal issues are avoided.",5
"As a camp administrator, I want to be able to schedule activities for campers, so that camp workers can easily keep track of who is where at all times.",8
"As a camp administrator, I want to be able to automatically create nametags for campers, so that I can lower the amount of work I need to do.",3
"As a camp administrator, I want to be able to suspend a camper who had behavioral problems.",2
"As a camp administrator, I want to be able to set a reminders related to specific tasks that has to be done.",3
"As a camp administrator, I want to be able to assign different positions to the staff members, so that it is possible to organize activities in terms of responsibilities.",3
"As a camp administrator, I want to be able to warn a camp worker who I think did his/her job inappropriate.",2
"As a camp administrator, I want to be able to create, modify rules that campers and camp workers has to follow.",3
"As a camp administrator, I want to keep track of the usage of internal camp facilities, so that I don't create conflicting schedules for the different camp groups.",5
"As a camp administrator, I want to create an avenue so parents can submit feedback and general concerns, so that I can keep improving the services I provide.",5
"As a camp administrator, I want to store campers' emergency information in a database, so that I can easily notify the necessary parties in case of an emergency.",3
"As a camp administrator, I want to store camper's immediate parent/guardian's information, so that I can easily call to notify them in case a grossly unacceptable behavior.",3
"As a camp administrator, I want to provide bi-weekly feedback to camper's parents, so that they can be aware of their child's behavior and performance at camp.",5
"As a camp administrator, I want to be able to make nametags faster, so that I don't have to spend two hours making 200+ nametags",3
"As a camp administrator, I want to be able to create a registration form for both staff and kids, so that I can keep organized.",5
"As a camp administrator, I want to be able to keep my information in one place, so that the admins next year can improve on the previous years.",2
"As a camp administrator, I want to be able to see medical forms, so that we can be prepared for an allergy attack",2
"As a camp administrator, I want to be able to notify parents all at once, so that they can be notified of any upcoming events.",5
"As a camp administrator, I want to be quickly log attendance everyday, so that I can track which kids are coming in.",3
"As a camp administrator, I want to be able to add parents, so that they can enroll their kids at camp.",2
"As a camp administrator, I want to be able to create groups and add campers to the groups, so that I can easily organize the campers.",3
"As a camp administrator, I want to be able to see all my camp groups and the events scheduled for each camp group, so that I can notify counselor of what their group will be doing for the day.",5
"As a camp administrator, I want to be able to schedule tasks/activities for a specific camp group, so that I can track each groups daily/weekly and monthly activities.",5
"As a camp administrator, I want to be able to delete tasks/activities I scheduled, so that I can keep the schedule clean of unneeded activities.",2
"As a camp administrator, I want to be able to modify tasks/events I scheduled in case there is a change, so that I can always keep the schedule up to date.",2
"As a camp administrator, I want to be able to modify the information of enrolled campers, so that I can keep the campers information up to date.",2
"As a camp administrator, I want to be able to delete campers from the database, so that I can keep my pages free of clutter.",2
"As a camp administrator, I want to be able to modify the information of added parents, so that I can keep parent's information up to date.",2
"As a camp administrator, I want to be able to delete parents from the database, so that I can keep my pages free of unneeded clutter.",2
"As a camp administrator, I want to be able to modify a group's information, so that I can keep the groups up to date.",2
"As a camp administrator, I want to be able to see only events for a specific group/groups on the event calendar, so that I can easily read the data on the calendar without too much clutter.",5
"As a parent, I want to be able to see which consent forms I have submitted, so that I can know what I still need to do.",2
"As a parent, I want to be able to track my child's activity and schedule at camp, so that I can have peace of mind.",3
"As a parent, I want to be able to submit various type of forms to the camp management.",3
"As a parent, I want to be able to create an account, so that I can sign up my kids for camp online.",3
"As a parent, I want to see which counselors are assigned to my kids, so that I can have peace of mind.",2
"As a parent, I want to be able to message my child's counselors, so that I can voice my concerns or check on my child's progress.",5
"As a parent, I want to be able to sign and submit consent forms online, so that I don't have to deal with my child losing a consent form.",5
"As a parent, I want to be able to see if I made all the necessary payments.",2
"As a parent, I want to be able to share any photos the camp has taken of my child.",5
"As a parent, I want to be able to connect with the staff in case of an emergency.",2
"As a parent, I want to be able to enroll my children, so that they can be admitted to camp.",2
"As a parent, I want to be able to see and edit my enrolled children to the camp year, so that I can know who I already enrolled to camp, who is still pending admission etc.",3
"As a parent, I want to be able to see a schedule of the activities my children are involved in at camp, so that I can be more informed as to what they are doing at camp.",3
"As a camp worker, I want to be able to see which campers I am in charge of and where, so that I can make sure I am doing my job properly.",2
"As a camp worker, I would be able to submit a completion report for the tasks which was assigned to me.",2
"As a camp worker, I'm able to report a camper to the manager with an inappropriate behavior.",2
"As a camp worker, I'm able to report a list of supplies to the manager that the camp is short of.",2
"As a camp worker, I'm able to report necessary repairs to the manager that the camp is needed of.",2
"As a camp worker, I want to be able to see which campers I am in charge of and where, so that I can make sure I am doing my job properly.",2
"As a camp counselor, I want to be able to take attendance of my assigned kids, so that I can make ensure everybody is accounted for.",3
"As a moderator, I want to create a new game by entering a name and an optional description, so that I can start inviting estimators.",2
"As a moderator, I want to invite estimators by giving them a URL where they can access the game, so that we can start the game.",2
"As a moderator, I want to start a round by entering an item in a single multi-line text field, so that we can estimate it.",1
"As a moderator, I want to see all items we try to estimate this session, so that I can answer questions about the current story such as ""does this include ___"".",1
"As a moderator, I want to select an item to be estimated or re-estimated, so that the team sees that item and can estimate it.",1
"As a moderator, I want to add an item to the list of items to be estimated, so that so that we can be flexible and accommodate situations where we think of a new story while playing.",2
"As a moderator, I want to edit an item in the list of items to be estimated, so that I can make it better reflect the team's understanding of the item.",1
"As a moderator, I want to delete an item from the list of items to be estimated, so that we can remove it and not estimate it.",1
"As a moderator, I want to show all estimates immediately, so that I can decide to show the estimates that have been given even though not all estimators have given their estimate.",2
"As a moderator, I want to accept the average of all estimates, so that we can move on to the next item when we agree.",1
"As a moderator, I want to have the ""estimate"" field filled in automatically if all estimators show the same card, so that I can accept it more quickly.",2
"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.",1
"As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.",2
"As a moderator, I want to import stories from a spreadsheet, so that I don't have to copy and paste each individual story.",5
"As a moderator, I want to copy/paste stories from a spreadsheet, so that I can get started more quickly.",2
"As a moderator, I want to browse through previous games, so that I can find the previous game I m looking for.",2
"As a moderator, I want to view a transcript of a game, so that I can see the stories and estimates.",2
"As a moderator, I want to export a transcript of a game as a HTML file, so that I can save the stories and estimates locally.",3
"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",3
"As a moderator, I want to delete a game, so that stories and estimates for this game are no longer stored.",2
"As a moderator, I want to create an account for the application by entering my name, email address, a password and a username, so that I can start using the application.",5
"As a moderator, I want to log in using my account name and password, so that I can start using the application.",2
"As a moderator, I want to change my account details, so that I can keep my account details up-to-date.",2
"As a moderator, I want to delete my account, so that account information and games are no longer stored.",3
"As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.",3
"As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.",3
"As a moderator, I want to select whether to have the team estimate with {0, 1/2, 1, 2, 3, 5, 8, etc.} or {0, 1, 2, 4, 8, 16, 32, etc.}, so that the team can use either the modified Fibonacci sequence or powers of 2.",3
"As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.",1
"As an estimator, I want to join a game by entering my name on the page I received the URL for, so that I can participate.",1
"As an estimator, I want to see the item we re estimating, so that I know what I m giving an estimate for.",1
"As an estimator, I want to see all items we will try to estimate this session, so that I have a feel for the sizes of the various items.",1
"As a participant, I want to immediately see that an estimate has been given by a specific estimator, so that I know who has already given an estimate and who we re still waiting for.",1
"As a participant, I want to be shown all estimates at the same time after all estimators have given their estimate, so that I can be sure estimates are independent and not influenced by other estimates given in the same draw.",1
"As a participant, I want to be able to change my estimate up until the last person selects a card and all are shown, so that I can change my mind based on information I hear.",2
"As a participant, I want to be able to see each estimator's prior estimates for the story being estimated, so that I can see how his or her opinion has changed so I can ask questions.",2
"As a participant, I want to see who gave what estimates during the current round, so that I know this when we re discussing the estimates.",1
"As a participant, I want to be able start a two-minute countdown timer that all participants can see, so that I can limit the time spent discussing the estimates when I think we ve talked long enough.",3
"As a participant, I want to have the two-minute timer reset itself as soon as we all play an estimate, so that it's ready for use on the next round.",1
"As a participant, I want to scroll back through the stories and estimates from prior rounds, so that I can use this information when I estimate the item of the current round.",2
"As a participant, I want to always have the cards in the same order across multiple draws, so that it's easy to compare estimates.",1
"As a participant, I want to change my estimate as long as the draw has not been completed, so that I can change my mind.",1
"As a participant, I want to have a small thumbnail photo displayed near where my cards are played, so that the game is more personal because I see who I'm estimating with.",3
"As a developer, I want to have written a site which is compliant with XHTML and CSS standards, so that as many people as possible can access the site and view it as intended.",5
"As a developer, I want to have a list of definitions for commonly used terms, so that everyone working on the project can understand each other more easily.",1
"As a developer, I want to have created database indexes, so that the queries run as fast as possible.",3
"As a developer, I want to have the application function correctly in Internet Explorer 6 and 7, Firefox 1.5 and 2, and Safari 2, so that as many people as possible can fully use the application.",8
"As a developer, I want to have the site comply with the W3C accessibility guidelines where possible, so that people with accessibility issues can use the application.",8
"As a user, I want to have the application respond quickly to my actions, so that I don't get bored.",5
"As a user, I want to be able to use Unicode, so that I can use any language I like.",3
"As a user, I want to see sensible and predictable URLs, so that the application feels logical and transparent.",2
"As a user, I want to have nice error pages when something goes wrong, so that I can trust the system and its developers.",2
"As a Researcher, I want results to be stored in a non-identifiable way, so that I can study the data to see things like whether estimates converged around the first opinion given by ""estimator A"" for example.",5
"As a Mike, I want to be able to see some metrics on use of the game, so that I can see how much it is being used.",3
"As a Publisher, I want to publish a dataset, so that I can view just the dataset with a few people.",2
"As a Publisher, I want to publish a dataset, so that I can share the dataset publicly with everyone.",2
"As a Publisher, I want to sign up for an account, so that that I can publish my data package to the registry and to have a publisher account to publish my data package under.",5
"As a Visitor, I want to sign up via github or google, so that that I don't have to enter lots of information and remember my password for yet another website.",8
"As a Publisher, I want to know what do next after signing up, so that that I can get going quickly.",1
"As an Admin, I want to invite someone to join the platform, so that that they can start contributing or using data.",3
"As a Publisher, I want to import my data package into the registry, so that my data has a permanent online home to access.",5
"As a Publisher, I want to configure my client, so that I can start publishing data packages.",2
"As a Publisher, I want to use a publish command to update a data package that is already in the registry, so that it appears there.",2
"As a Publisher, I want to unpublish a data package, so that it is no longer visible to anyone.",2
"As a Publisher, I want to permanently delete a data package, so that that it no longer takes up storage space.",2
"As a Publisher, I want to validate the data I am about to publish to the registry, so that that I publish good data and know that I am doing.",3
